filename;latitude;longitude;lvl;Photo URL;MinCellID;AdaptedCellID
ITCMPBYOGQ7YOI3V35V47EYWSD4GUP.jpg;52.52016666666667;13.398833333333332;1;https://searchandsortimages.s3.eu-central-1.amazonaws.com/Source+dataset/Source+photoset/ITCMPBYOGQ7YOI3V35V47EYWSD4GUP.jpg;5163466988713066147;5163466988701351936
WHO57IBVTUXXHZ8SCTUR15IIZ0OYIB.jpg;52.50516666666667;13.3285;3;https://searchandsortimages.s3.eu-central-1.amazonaws.com/Source+dataset/Source+photoset/WHO57IBVTUXXHZ8SCTUR15IIZ0OYIB.jpg;5163466016816981937;5163466016847560704
HKPJXHI21WX9Z1Q1PTJSAR7WVPPOJW.jpg;52.5225;13.408833333333336;1;https://searchandsortimages.s3.eu-central-1.amazonaws.com/Source+dataset/Source+photoset/HKPJXHI21WX9Z1Q1PTJSAR7WVPPOJW.jpg;5163462871112734217;5163462871052451840
K2GYEC0D43GIIIBUC6O7I3X13J7GRB.jpg;52.52766666666667;13.434666666666667;6;https://searchandsortimages.s3.eu-central-1.amazonaws.com/Source+dataset/Source+photoset/K2GYEC0D43GIIIBUC6O7I3X13J7GRB.jpg;5163462812375534295;5163462820586586112
7A1K4K3E2UOELW0IGDB7URXV4ZI60U.jpg;52.50933333333333;13.376;3;https://searchandsortimages.s3.eu-central-1.amazonaws.com/Source+dataset/Source+photoset/7A1K4K3E2UOELW0IGDB7URXV4ZI60U.jpg;5163466897618971813;5163466897852727296
13DZ7AKR0AGP49STANL8VO2LMRY5ZD.jpg;54.68938888888889;25.280022222222208;2;https://searchandsortimages.s3.eu-central-1.amazonaws.com/Source+dataset/Source+photoset/13DZ7AKR0AGP49STANL8VO2LMRY5ZD.jpg;5106400303132565585;5106400301703757824
ZLOP4H139DNRITMZ9Y269G6K0E442L.jpg;28.61407777777778;77.20493055555556;2;https://searchandsortimages.s3.eu-central-1.amazonaws.com/Source+dataset/Source+photoset/ZLOP4H139DNRITMZ9Y269G6K0E442L.jpg;4110909797754358067;4110909797754404864
6SARTWFRX2X3BEV53FSKRPZQPA9VMH.jpg;50.85033333333333;4.347833333333333;6;https://searchandsortimages.s3.eu-central-1.amazonaws.com/Source+dataset/Source+photoset/6SARTWFRX2X3BEV53FSKRPZQPA9VMH.jpg;5171191785119524091;5171191785162014720
5NP19S4BVOC4VXCX9QVUO4BQEPJKBC.jpg;50.85166666666667;4.348333333333333;5;https://searchandsortimages.s3.eu-central-1.amazonaws.com/Source+dataset/Source+photoset/5NP19S4BVOC4VXCX9QVUO4BQEPJKBC.jpg;5171191778530110509;5171191778786672640
P1MEKEFTL8KFWORW8DDO9DZO7MX8FD.jpg;48.85238055555556;2.371838888888889;4;https://searchandsortimages.s3.eu-central-1.amazonaws.com/Source+dataset/Source+photoset/P1MEKEFTL8KFWORW8DDO9DZO7MX8FD.jpg;5180953770789201079;5180953770829283328
M73DEYSQVZ2RQ8ZTZVSRR3Q4P12CUM.jpg;48.86340833333333;2.3647527777777784;4;https://searchandsortimages.s3.eu-central-1.amazonaws.com/Source+dataset/Source+photoset/M73DEYSQVZ2RQ8ZTZVSRR3Q4P12CUM.jpg;5180949400543959253;5180949397680160768
DRUZ07632FL09DDB80ZZWVKGAYV177.jpg;60.388881999999995;5.32279;4;https://searchandsortimages.s3.eu-central-1.amazonaws.com/Source+dataset/Source+photoset/DRUZ07632FL09DDB80ZZWVKGAYV177.jpg;5061200087236800093;5061200086281748480
5A702WGXBASE4Y51QYSXFZOM6M63PY.jpg;50.34130277777778;30.489525;2;https://searchandsortimages.s3.eu-central-1.amazonaws.com/Source+dataset/Source+photoset/5A702WGXBASE4Y51QYSXFZOM6M63PY.jpg;4671578474329185271;4671578474283008000
00KQ5GYHN00VLOIPWU82WM14NCWMVP.jpg;51.20916666666667;3.225;2;https://searchandsortimages.s3.eu-central-1.amazonaws.com/Source+dataset/Source+photoset/00KQ5GYHN00VLOIPWU82WM14NCWMVP.jpg;5171065651921141881;5171065651904643072
